Review_ID,Customer_ID,Service_Type,Rating,Sentiment_Label,Review_Text
R137743,C87743,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R137744,C87744,Claim,2,Negative,I had a frustrating experience with customer care.
R137745,C87745,Claim,5,Positive,Customer support was helpful and knowledgeable.
R137746,C87746,Claim,4,Positive,Exceptional support and very friendly team.
R137747,C87747,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R137748,C87748,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R137749,C87749,Customer Support,3,Neutral,Communication was average.
R137750,C87750,Customer Support,1,Negative,The policy terms were misleading and confusing.
R137751,C87751,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R137752,C87752,Customer Support,2,Negative,Very poor service. No response for days.
R137753,C87753,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R137754,C87754,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137755,C87755,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R137756,C87756,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R137757,C87757,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137758,C87758,Customer Support,4,Positive,I'm happy with the insurance product and services.
R137759,C87759,Customer Support,5,Positive,I'm happy with the insurance product and services.
R137760,C87760,Claim,3,Neutral,Communication was average.
R137761,C87761,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R137762,C87762,Claim,1,Negative,The policy terms were misleading and confusing.
R137763,C87763,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R137764,C87764,Claim,3,Neutral,"It worked as expected, no major issues."
R137765,C87765,Customer Support,1,Negative,I had a frustrating experience with customer care.
R137766,C87766,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R137767,C87767,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R137768,C87768,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R137769,C87769,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137770,C87770,Customer Support,4,Positive,Exceptional support and very friendly team.
R137771,C87771,Customer Support,3,Neutral,Communication was average.
R137772,C87772,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R137773,C87773,Policy Purchase,2,Negative,Very poor service. No response for days.
R137774,C87774,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137775,C87775,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R137776,C87776,Claim,4,Positive,Customer support was helpful and knowledgeable.
R137777,C87777,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R137778,C87778,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R137779,C87779,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137780,C87780,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137781,C87781,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137782,C87782,Claim,2,Negative,The policy terms were misleading and confusing.
R137783,C87783,Customer Support,5,Positive,Exceptional support and very friendly team.
R137784,C87784,Claim,3,Neutral,"Not bad, but could be more responsive."
R137785,C87785,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137786,C87786,Claim,2,Negative,Very poor service. No response for days.
R137787,C87787,Policy Purchase,3,Neutral,Communication was average.
R137788,C87788,Customer Support,3,Neutral,"It worked as expected, no major issues."
R137789,C87789,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R137790,C87790,Customer Support,5,Positive,Exceptional support and very friendly team.
R137791,C87791,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137792,C87792,Customer Support,2,Negative,I had a frustrating experience with customer care.
R137793,C87793,Claim,4,Positive,I'm happy with the insurance product and services.
R137794,C87794,Customer Support,3,Neutral,Communication was average.
R137795,C87795,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R137796,C87796,Claim,3,Neutral,"It worked as expected, no major issues."
R137797,C87797,Customer Support,2,Negative,The policy terms were misleading and confusing.
R137798,C87798,Claim,2,Negative,I had a frustrating experience with customer care.
R137799,C87799,Claim,1,Negative,Unfriendly staff and long hold times.
R137800,C87800,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R137801,C87801,Customer Support,1,Negative,The policy terms were misleading and confusing.
R137802,C87802,Customer Support,2,Negative,The policy terms were misleading and confusing.
R137803,C87803,Customer Support,2,Negative,I had a frustrating experience with customer care.
R137804,C87804,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R137805,C87805,Claim,3,Neutral,"It worked as expected, no major issues."
R137806,C87806,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R137807,C87807,Customer Support,3,Neutral,"Service was okay, nothing special."
R137808,C87808,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137809,C87809,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R137810,C87810,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R137811,C87811,Customer Support,4,Positive,Exceptional support and very friendly team.
R137812,C87812,Customer Support,4,Positive,Exceptional support and very friendly team.
R137813,C87813,Customer Support,2,Negative,I had a frustrating experience with customer care.
R137814,C87814,Claim,1,Negative,Very poor service. No response for days.
R137815,C87815,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R137816,C87816,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R137817,C87817,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R137818,C87818,Customer Support,1,Negative,Very poor service. No response for days.
R137819,C87819,Claim,2,Negative,I had a frustrating experience with customer care.
R137820,C87820,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R137821,C87821,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R137822,C87822,Claim,4,Positive,Quick claim settlement. Totally impressed!
R137823,C87823,Claim,1,Negative,I had a frustrating experience with customer care.
R137824,C87824,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R137825,C87825,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R137826,C87826,Claim,4,Positive,Quick claim settlement. Totally impressed!
R137827,C87827,Claim,2,Negative,The policy terms were misleading and confusing.
R137828,C87828,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R137829,C87829,Policy Purchase,3,Neutral,Communication was average.
R137830,C87830,Customer Support,3,Neutral,Communication was average.
R137831,C87831,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R137832,C87832,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R137833,C87833,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R137834,C87834,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R137835,C87835,Claim,4,Positive,Exceptional support and very friendly team.
R137836,C87836,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137837,C87837,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R137838,C87838,Customer Support,5,Positive,I'm happy with the insurance product and services.
R137839,C87839,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R137840,C87840,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R137841,C87841,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R137842,C87842,Claim,2,Negative,I had a frustrating experience with customer care.
R137843,C87843,Customer Support,2,Negative,I had a frustrating experience with customer care.
R137844,C87844,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137845,C87845,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R137846,C87846,Claim,3,Neutral,Communication was average.
R137847,C87847,Customer Support,5,Positive,Exceptional support and very friendly team.
R137848,C87848,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R137849,C87849,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R137850,C87850,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R137851,C87851,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R137852,C87852,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R137853,C87853,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137854,C87854,Claim,4,Positive,I'm happy with the insurance product and services.
R137855,C87855,Customer Support,1,Negative,Very poor service. No response for days.
R137856,C87856,Customer Support,4,Positive,I'm happy with the insurance product and services.
R137857,C87857,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R137858,C87858,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R137859,C87859,Customer Support,3,Neutral,Communication was average.
R137860,C87860,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R137861,C87861,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R137862,C87862,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137863,C87863,Claim,1,Negative,Very poor service. No response for days.
R137864,C87864,Claim,2,Negative,Very poor service. No response for days.
R137865,C87865,Customer Support,5,Positive,I'm happy with the insurance product and services.
R137866,C87866,Policy Purchase,1,Negative,Very poor service. No response for days.
R137867,C87867,Customer Support,3,Neutral,"It worked as expected, no major issues."
R137868,C87868,Customer Support,2,Negative,The policy terms were misleading and confusing.
R137869,C87869,Customer Support,4,Positive,I'm happy with the insurance product and services.
R137870,C87870,Policy Purchase,3,Neutral,Communication was average.
R137871,C87871,Customer Support,3,Neutral,Communication was average.
R137872,C87872,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R137873,C87873,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R137874,C87874,Claim,3,Neutral,"Service was okay, nothing special."
R137875,C87875,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R137876,C87876,Policy Purchase,1,Negative,Very poor service. No response for days.
R137877,C87877,Claim,3,Neutral,Communication was average.
R137878,C87878,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R137879,C87879,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137880,C87880,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R137881,C87881,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137882,C87882,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R137883,C87883,Claim,2,Negative,I had a frustrating experience with customer care.
R137884,C87884,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137885,C87885,Claim,1,Negative,Unfriendly staff and long hold times.
R137886,C87886,Customer Support,2,Negative,I had a frustrating experience with customer care.
R137887,C87887,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R137888,C87888,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R137889,C87889,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R137890,C87890,Claim,5,Positive,I'm happy with the insurance product and services.
R137891,C87891,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R137892,C87892,Policy Purchase,1,Negative,Very poor service. No response for days.
R137893,C87893,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R137894,C87894,Customer Support,2,Negative,The policy terms were misleading and confusing.
R137895,C87895,Claim,3,Neutral,"It worked as expected, no major issues."
R137896,C87896,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R137897,C87897,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R137898,C87898,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R137899,C87899,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R137900,C87900,Claim,1,Negative,I had a frustrating experience with customer care.
R137901,C87901,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R137902,C87902,Claim,2,Negative,I had a frustrating experience with customer care.
R137903,C87903,Claim,1,Negative,Very poor service. No response for days.
R137904,C87904,Customer Support,3,Neutral,"It worked as expected, no major issues."
R137905,C87905,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137906,C87906,Claim,3,Neutral,Communication was average.
R137907,C87907,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R137908,C87908,Claim,1,Negative,I had a frustrating experience with customer care.
R137909,C87909,Claim,4,Positive,Exceptional support and very friendly team.
R137910,C87910,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R137911,C87911,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R137912,C87912,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R137913,C87913,Customer Support,3,Neutral,"Service was okay, nothing special."
R137914,C87914,Policy Purchase,3,Neutral,Communication was average.
R137915,C87915,Customer Support,1,Negative,I had a frustrating experience with customer care.
R137916,C87916,Claim,2,Negative,I had a frustrating experience with customer care.
R137917,C87917,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R137918,C87918,Customer Support,1,Negative,Very poor service. No response for days.
R137919,C87919,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137920,C87920,Claim,4,Positive,Quick claim settlement. Totally impressed!
R137921,C87921,Customer Support,2,Negative,The policy terms were misleading and confusing.
R137922,C87922,Claim,2,Negative,Very poor service. No response for days.
R137923,C87923,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R137924,C87924,Claim,3,Neutral,"It worked as expected, no major issues."
R137925,C87925,Claim,5,Positive,I'm happy with the insurance product and services.
R137926,C87926,Claim,3,Neutral,"It worked as expected, no major issues."
R137927,C87927,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R137928,C87928,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R137929,C87929,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R137930,C87930,Claim,3,Neutral,"It worked as expected, no major issues."
R137931,C87931,Customer Support,1,Negative,Unfriendly staff and long hold times.
R137932,C87932,Claim,3,Neutral,Communication was average.
R137933,C87933,Policy Purchase,3,Neutral,Communication was average.
R137934,C87934,Policy Purchase,3,Neutral,Communication was average.
R137935,C87935,Policy Purchase,1,Negative,Very poor service. No response for days.
R137936,C87936,Claim,3,Neutral,"It worked as expected, no major issues."
R137937,C87937,Claim,5,Positive,Customer support was helpful and knowledgeable.
R137938,C87938,Claim,5,Positive,Customer support was helpful and knowledgeable.
R137939,C87939,Customer Support,3,Neutral,"Service was okay, nothing special."
R137940,C87940,Claim,5,Positive,Quick claim settlement. Totally impressed!
R137941,C87941,Customer Support,2,Negative,Unfriendly staff and long hold times.
R137942,C87942,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R137943,C87943,Customer Support,3,Neutral,"Service was okay, nothing special."
R137944,C87944,Customer Support,2,Negative,I had a frustrating experience with customer care.
R137945,C87945,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R137946,C87946,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R137947,C87947,Customer Support,5,Positive,I'm happy with the insurance product and services.
R137948,C87948,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R137949,C87949,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R137950,C87950,Customer Support,3,Neutral,Communication was average.
R137951,C87951,Customer Support,2,Negative,Unfriendly staff and long hold times.
R137952,C87952,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R137953,C87953,Customer Support,2,Negative,Unfriendly staff and long hold times.
R137954,C87954,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R137955,C87955,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R137956,C87956,Customer Support,1,Negative,Very poor service. No response for days.
R137957,C87957,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R137958,C87958,Claim,3,Neutral,"It worked as expected, no major issues."
R137959,C87959,Customer Support,3,Neutral,"It worked as expected, no major issues."
R137960,C87960,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R137961,C87961,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R137962,C87962,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R137963,C87963,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R137964,C87964,Claim,5,Positive,Quick claim settlement. Totally impressed!
R137965,C87965,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R137966,C87966,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R137967,C87967,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R137968,C87968,Claim,1,Negative,I had a frustrating experience with customer care.
R137969,C87969,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R137970,C87970,Claim,4,Positive,Quick claim settlement. Totally impressed!
R137971,C87971,Policy Purchase,3,Neutral,Communication was average.
R137972,C87972,Customer Support,5,Positive,I'm happy with the insurance product and services.
R137973,C87973,Claim,5,Positive,Customer support was helpful and knowledgeable.
R137974,C87974,Customer Support,3,Neutral,"It worked as expected, no major issues."
R137975,C87975,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R137976,C87976,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R137977,C87977,Claim,3,Neutral,"Not bad, but could be more responsive."
R137978,C87978,Claim,1,Negative,Unfriendly staff and long hold times.
R137979,C87979,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R137980,C87980,Customer Support,3,Neutral,"Service was okay, nothing special."
R137981,C87981,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R137982,C87982,Claim,3,Neutral,"Service was okay, nothing special."
R137983,C87983,Customer Support,3,Neutral,"Service was okay, nothing special."
R137984,C87984,Claim,1,Negative,The policy terms were misleading and confusing.
R137985,C87985,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R137986,C87986,Customer Support,2,Negative,Very poor service. No response for days.
R137987,C87987,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R137988,C87988,Claim,1,Negative,I had a frustrating experience with customer care.
R137989,C87989,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R137990,C87990,Policy Purchase,1,Negative,Very poor service. No response for days.
R137991,C87991,Claim,2,Negative,Unfriendly staff and long hold times.
R137992,C87992,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R137993,C87993,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R137994,C87994,Claim,4,Positive,Exceptional support and very friendly team.
R137995,C87995,Claim,3,Neutral,Communication was average.
R137996,C87996,Claim,2,Negative,The policy terms were misleading and confusing.
R137997,C87997,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R137998,C87998,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R137999,C87999,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R138000,C88000,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R138001,C88001,Customer Support,1,Negative,Very poor service. No response for days.
R138002,C88002,Customer Support,1,Negative,I had a frustrating experience with customer care.
R138003,C88003,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R138004,C88004,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138005,C88005,Customer Support,1,Negative,The policy terms were misleading and confusing.
R138006,C88006,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138007,C88007,Claim,2,Negative,I had a frustrating experience with customer care.
R138008,C88008,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R138009,C88009,Customer Support,1,Negative,I had a frustrating experience with customer care.
R138010,C88010,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R138011,C88011,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138012,C88012,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R138013,C88013,Claim,3,Neutral,"It worked as expected, no major issues."
R138014,C88014,Claim,4,Positive,I'm happy with the insurance product and services.
R138015,C88015,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R138016,C88016,Claim,2,Negative,Unfriendly staff and long hold times.
R138017,C88017,Claim,5,Positive,Quick claim settlement. Totally impressed!
R138018,C88018,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138019,C88019,Claim,2,Negative,Very poor service. No response for days.
R138020,C88020,Policy Purchase,3,Neutral,Communication was average.
R138021,C88021,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138022,C88022,Claim,5,Positive,Quick claim settlement. Totally impressed!
R138023,C88023,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R138024,C88024,Customer Support,2,Negative,Very poor service. No response for days.
R138025,C88025,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R138026,C88026,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R138027,C88027,Policy Purchase,2,Negative,Very poor service. No response for days.
R138028,C88028,Customer Support,3,Neutral,"It worked as expected, no major issues."
R138029,C88029,Claim,4,Positive,Exceptional support and very friendly team.
R138030,C88030,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R138031,C88031,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R138032,C88032,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R138033,C88033,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138034,C88034,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R138035,C88035,Claim,2,Negative,Very poor service. No response for days.
R138036,C88036,Customer Support,5,Positive,Exceptional support and very friendly team.
R138037,C88037,Claim,2,Negative,I had a frustrating experience with customer care.
R138038,C88038,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R138039,C88039,Claim,4,Positive,Quick claim settlement. Totally impressed!
R138040,C88040,Customer Support,3,Neutral,Communication was average.
R138041,C88041,Claim,3,Neutral,"Service was okay, nothing special."
R138042,C88042,Claim,1,Negative,Unfriendly staff and long hold times.
R138043,C88043,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138044,C88044,Customer Support,2,Negative,Unfriendly staff and long hold times.
R138045,C88045,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R138046,C88046,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R138047,C88047,Customer Support,4,Positive,Exceptional support and very friendly team.
R138048,C88048,Policy Purchase,1,Negative,Very poor service. No response for days.
R138049,C88049,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R138050,C88050,Customer Support,2,Negative,Very poor service. No response for days.
R138051,C88051,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R138052,C88052,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R138053,C88053,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R138054,C88054,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R138055,C88055,Customer Support,1,Negative,The policy terms were misleading and confusing.
R138056,C88056,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R138057,C88057,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R138058,C88058,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R138059,C88059,Customer Support,2,Negative,I had a frustrating experience with customer care.
R138060,C88060,Customer Support,5,Positive,I'm happy with the insurance product and services.
R138061,C88061,Customer Support,5,Positive,I'm happy with the insurance product and services.
R138062,C88062,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R138063,C88063,Customer Support,3,Neutral,"Service was okay, nothing special."
R138064,C88064,Customer Support,2,Negative,I had a frustrating experience with customer care.
R138065,C88065,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138066,C88066,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138067,C88067,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R138068,C88068,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R138069,C88069,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R138070,C88070,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R138071,C88071,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R138072,C88072,Claim,1,Negative,Unfriendly staff and long hold times.
R138073,C88073,Claim,3,Neutral,"Service was okay, nothing special."
R138074,C88074,Claim,5,Positive,I'm happy with the insurance product and services.
R138075,C88075,Customer Support,3,Neutral,"Service was okay, nothing special."
R138076,C88076,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R138077,C88077,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R138078,C88078,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R138079,C88079,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R138080,C88080,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R138081,C88081,Customer Support,1,Negative,I had a frustrating experience with customer care.
R138082,C88082,Claim,4,Positive,Quick claim settlement. Totally impressed!
R138083,C88083,Claim,5,Positive,Customer support was helpful and knowledgeable.
R138084,C88084,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138085,C88085,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R138086,C88086,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R138087,C88087,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R138088,C88088,Policy Purchase,2,Negative,Very poor service. No response for days.
R138089,C88089,Customer Support,5,Positive,I'm happy with the insurance product and services.
R138090,C88090,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138091,C88091,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138092,C88092,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R138093,C88093,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R138094,C88094,Customer Support,1,Negative,Unfriendly staff and long hold times.
R138095,C88095,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138096,C88096,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R138097,C88097,Customer Support,3,Neutral,Communication was average.
R138098,C88098,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R138099,C88099,Policy Purchase,3,Neutral,Communication was average.
R138100,C88100,Claim,1,Negative,Unfriendly staff and long hold times.
R138101,C88101,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R138102,C88102,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138103,C88103,Customer Support,5,Positive,I'm happy with the insurance product and services.
R138104,C88104,Customer Support,4,Positive,I'm happy with the insurance product and services.
R138105,C88105,Claim,3,Neutral,"Service was okay, nothing special."
R138106,C88106,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R138107,C88107,Customer Support,5,Positive,Exceptional support and very friendly team.
R138108,C88108,Claim,5,Positive,Exceptional support and very friendly team.
R138109,C88109,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R138110,C88110,Claim,2,Negative,I had a frustrating experience with customer care.
R138111,C88111,Customer Support,3,Neutral,Communication was average.
R138112,C88112,Claim,3,Neutral,"Not bad, but could be more responsive."
R138113,C88113,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R138114,C88114,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R138115,C88115,Customer Support,2,Negative,I had a frustrating experience with customer care.
R138116,C88116,Customer Support,2,Negative,Unfriendly staff and long hold times.
R138117,C88117,Policy Purchase,3,Neutral,Communication was average.
R138118,C88118,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138119,C88119,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R138120,C88120,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R138121,C88121,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138122,C88122,Customer Support,3,Neutral,"Service was okay, nothing special."
R138123,C88123,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R138124,C88124,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R138125,C88125,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R138126,C88126,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138127,C88127,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R138128,C88128,Claim,5,Positive,Exceptional support and very friendly team.
R138129,C88129,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R138130,C88130,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138131,C88131,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138132,C88132,Policy Purchase,1,Negative,Very poor service. No response for days.
R138133,C88133,Customer Support,2,Negative,Very poor service. No response for days.
R138134,C88134,Claim,1,Negative,I had a frustrating experience with customer care.
R138135,C88135,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R138136,C88136,Claim,1,Negative,The policy terms were misleading and confusing.
